"Leave Type","n_nonmiss","mean","stdev"
"own",2835,9.86357193479802,31.6301320223752
"matdis",2850,2.35513361462729,17.7875779694941
"bond",2846,1.10031678986272,8.93593019730784
"illchild",2848,0.385211267605634,5.51780169691526
"illspouse",2848,0.65365682137834,6.52390425716192
"illparent",2844,1.01656679591117,11.1570438160783
