"Group.1","Precision","Recall","Accuracy","Rand_Precision","Rand_Recall","Rand_Accuracy","Precision_Index","Recall_Index","Accuracy_Index"
"need_bond",NA,0.370571428571429,0.922857142857143,NA,0.0498051543412864,0.861103664762823,NA,0.320766274230142,0.0617534780943199
"need_illchild",NA,0,0.987142857142857,NA,0.00467129615938379,0.987173636306314,NA,-0.00467129615938379,-0.0000307791634571572
"need_illparent",0.0792857142857143,0.138857142857143,0.93,0.03247642305467,0.0464449208509889,0.924089927117494,0.0468092912310443,0.0924122220061539,0.0059100728825063
"need_illspouse",NA,0,0.958571428571429,NA,0.0138611896308008,0.960343728794385,NA,-0.0138611896308008,-0.00177230022295613
"need_matdis",NA,0,0.95,NA,0.0167283540143489,0.950297599447233,NA,-0.0167283540143489,-0.000297599447233399
"need_own",NA,0,0.967142857142857,NA,0.0213966202552374,0.968368991011659,NA,-0.0213966202552374,-0.0012261338688016
"pred_leave",0.765571428571429,0.611571428571429,0.561428571428571,0.760843101249138,0.60928827931478,0.557014188135529,0.00472832732229024,0.00228314925664871,0.00441438329304202
"pred_need",0.391142857142857,0.243714285714286,0.825714285714286,0.127968695573885,0.108647977846418,0.791190391692707,0.263174161568972,0.135066307867867,0.0345238940215785
"resp_len",0.485428571428571,0.442428571428571,0.494285714285714,0.491051025915108,0.448200939450265,0.501021151046769,-0.00562245448653627,-0.00577236802169376,-0.00673543676105508
