"","id","longer_leave","length_illparent","length_illchild","length_own","prop_pay","unaffordable","take_bond","take_matdis","take_illparent","take_illchild","take_illspouse","take_own","emp_size","num_emp","paid_hrly","nochildren","lnfaminc","faminc","lnearn","fem_cu6","fem_c617","fem_cu6and617","fem_nochild","age","a_age","widowed","divorced","hiemp","separated","nevermarried","male","female","agesq","ltHS","someCol","BA","GradSch","black","white","asian","other","hisp","OCC","occ_1","occ_2","occ_3","occ_4","occ_5","occ_6","occ_7","occ_8","occ_9","occ_10","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","weeks_worked","WAGP","WKHP","PWGTP","PWGTP1","PWGTP2","PWGTP3","PWGTP4","PWGTP5","PWGTP6","PWGTP7","PWGTP8","PWGTP9","PWGTP10","PWGTP11","PWGTP12","PWGTP13","PWGTP14","PWGTP15","PWGTP16","PWGTP17","PWGTP18","PWGTP19","PWGTP20","PWGTP21","PWGTP22","PWGTP23","PWGTP24","PWGTP25","PWGTP26","PWGTP27","PWGTP28","PWGTP29","PWGTP30","PWGTP31","PWGTP32","PWGTP33","PWGTP34","PWGTP35","PWGTP36","PWGTP37","PWGTP38","PWGTP39","PWGTP40","PWGTP41","PWGTP42","PWGTP43","PWGTP44","PWGTP45","PWGTP46","PWGTP47","PWGTP48","PWGTP49","PWGTP50","PWGTP51","PWGTP52","PWGTP53","PWGTP54","PWGTP55","PWGTP56","PWGTP57","PWGTP58","PWGTP59","PWGTP60","PWGTP61","PWGTP62","PWGTP63","PWGTP64","PWGTP65","PWGTP66","PWGTP67","PWGTP68","PWGTP69","PWGTP70","PWGTP71","PWGTP72","PWGTP73","PWGTP74","PWGTP75","PWGTP76","PWGTP77","PWGTP78","PWGTP79","PWGTP80","FER","WKW","COW","ESR","partner","ndep_kid","ndep_old","empgov_fed","empgov_st","wkhours","empgov_loc","weeks_worked_cat","length_illspouse","length_matdis","length_bond","pay_schedule","total_length","total_leaves","exhausted_by","eligworker","benefit_prop","benefit_prop_temp","particip","orig_len_own","orig_len_illspouse","orig_len_illchild","orig_len_illparent","orig_len_matdis","orig_len_bond","extend_flag","fmla_constrain_flag","particip_length","plen_own","plen_illspouse","plen_illchild","plen_illparent","plen_matdis","plen_bond","DI_plen","PFL_plen","base_benefits","base_leave_pay","actual_leave_pay","actual_benefits","bene_effect_flg","topoff_flg","reduce","ptake_PFL","ptake_DI","bene_DI","bene_PFL","bene_own","ptake_own","bene_illspouse","ptake_illspouse","bene_illchild","ptake_illchild","bene_illparent","ptake_illparent","bene_matdis","ptake_matdis","bene_bond","ptake_bond"
"100",286,0,0,0,0,1,1,0,0,0,0,0,0,97771,1,1,1,11.7080897974066,121551.071791587,11.4847862588911,NA,NA,NA,NA,55,55,0,0,1,0,0,1,0,3025,0,0,0,0,0,1,0,0,0,1550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,100000,40,12,14,22,13,12,12,3,11,14,22,4,22,22,12,11,3,4,21,12,12,4,13,22,12,12,11,4,13,12,21,4,22,22,13,12,3,4,24,13,14,22,13,4,12,13,13,20,12,14,4,20,4,3,13,11,20,19,3,12,13,21,13,4,13,12,13,23,13,14,4,19,3,4,11,12,19,21,3,13,13,4,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",288,0,0,0,0,0,1,0,0,0,0,0,0,87679,3,1,1,11.7080897974066,121551.071791587,9.97065852626129,0,0,0,1,46,46,0,0,1,0,0,0,1,2116,0,0,0,0,0,0,0,0,1,4220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,22000,40,13,15,23,10,12,14,3,12,13,24,3,24,22,11,10,3,3,22,10,14,5,16,23,11,11,11,4,11,18,24,4,26,20,17,12,3,3,24,18,12,20,9,4,16,12,11,21,13,13,4,18,4,3,11,12,18,16,4,12,14,23,15,5,12,17,14,25,15,13,6,17,5,3,12,15,18,28,4,17,15,4,1,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",291,0,0,0,0,1,1,0,0,0,0,0,0,89055,1,0,1,12.9049988382144,402318.297131328,12.8276510620836,NA,NA,NA,NA,35,35,0,0,1,0,0,1,0,1225,0,0,1,0,0,1,0,0,0,850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,383000,40,12,12,4,11,20,12,4,5,11,14,3,21,11,26,19,10,19,3,11,11,10,11,4,11,21,12,4,3,11,14,5,20,13,22,20,13,27,3,12,14,20,14,4,15,21,11,4,3,10,15,3,17,12,21,14,11,20,3,11,10,14,14,3,13,19,12,5,3,10,13,5,20,12,20,21,14,21,4,12,12,12,NA,1,1,1,0,0,1,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",294,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,10.8499079864551,51529.4097340754,10.0576699032509,NA,NA,NA,NA,23,23,0,0,0,0,1,1,0,529,0,1,0,0,0,0,0,1,0,4020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,24000,40,36,59,41,32,45,39,33,12,35,53,10,39,12,44,51,35,56,8,45,59,16,64,35,38,28,45,35,11,33,60,12,28,16,39,63,49,68,9,32,72,81,14,31,28,43,29,44,52,34,10,44,26,55,42,13,32,14,65,36,14,52,11,41,42,36,41,34,63,33,10,66,37,77,43,13,30,15,67,27,10,9,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",295,1,0,0,35,0.5,0,0,0,0,0,0,1,4,1,1,1,10.8499079864551,51529.4097340754,9.36452272269098,0,0,0,1,21,21,0,0,0,0,1,0,1,441,1,0,0,0,0,0,0,1,0,4060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,12000,24,34,56,49,38,32,31,26,13,31,45,13,36,8,37,53,31,53,10,37,48,13,61,44,25,37,34,31,10,28,44,11,41,13,30,41,40,50,8,33,60,54,13,43,27,36,33,36,38,27,11,51,29,51,38,19,36,9,50,32,10,51,8,38,36,24,42,35,51,29,10,60,28,60,36,16,27,11,61,36,9,13,2,1,1,1,0,0,0,0,0,24,0,51,0,0,0,"some pay, all weeks",35,1,NA,0,0.4,0.7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807.692307692308,807.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",296,0,0,0,45,1,1,0,0,0,0,0,1,77,1,1,1,10.8499079864551,51529.4097340754,9.71282941695919,0,0,0,1,54,54,0,0,0,0,1,0,1,2916,1,0,0,0,0,0,0,1,0,7800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,17000,35,30,50,50,35,28,27,25,10,27,65,8,25,8,26,51,33,42,11,31,46,12,51,29,31,29,32,23,11,37,53,14,25,7,34,51,40,37,9,37,43,77,11,33,32,32,25,27,44,27,10,60,26,48,27,15,42,7,51,29,9,49,8,30,40,34,30,28,53,31,9,50,26,47,24,9,40,11,43,26,12,9,NA,1,1,1,0,0,0,0,0,35,0,51,0,0,0,"all pay, all weeks",45,1,NA,0,0.4,0.7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.30769230769,2942.30769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",298,0,0,0,0,0.875,0,0,0,0,0,0,0,88344,2,0,1,10.5853526440833,39551.2526034375,7.4674027378051,NA,NA,NA,NA,27,27,0,0,1,0,1,1,0,729,0,0,1,0,0,1,0,0,0,1920,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1800,40,12,5,17,11,3,11,11,10,22,3,17,5,24,12,9,10,5,8,24,16,3,15,9,17,10,4,4,4,12,9,12,14,14,24,20,25,13,3,12,23,10,27,3,13,19,11,18,13,4,17,4,31,4,8,9,10,18,11,4,12,15,13,14,4,14,25,24,21,9,10,13,11,15,3,4,7,7,15,13,3,13,NA,6,1,1,0,0,0,0,0,40,0,7.5,0,0,0,"some pay, all weeks",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",299,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,1,10.5853526440833,39551.2526034375,9.44456543036451,NA,NA,NA,NA,56,56,0,0,0,0,0,1,0,3136,0,0,0,1,0,1,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,13000,40,12,4,19,11,4,14,11,11,20,4,22,5,23,12,10,14,4,13,22,13,4,13,12,16,11,3,4,4,12,14,11,11,11,20,20,20,13,3,16,23,11,21,4,12,19,12,11,12,5,21,4,19,3,14,11,12,23,12,4,12,17,12,11,4,14,23,21,25,14,14,13,10,14,4,4,3,10,18,12,3,11,NA,6,1,1,0,0,0,0,0,40,0,7.5,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",300,0,0,0,0,0,0,0,0,0,0,0,0,929,1,0,1,10.5853526440833,39551.2526034375,9.40534471721123,0,0,0,1,57,57,0,0,0,0,0,0,1,3249,0,0,1,0,0,1,0,0,0,5330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,12500,25,11,3,17,9,3,13,12,10,20,3,21,3,20,12,10,12,4,11,18,13,3,11,12,17,11,4,4,3,12,12,10,12,11,19,17,20,13,2,14,21,12,20,2,10,18,12,10,11,4,18,3,17,3,12,11,10,20,10,3,13,16,11,13,4,13,22,21,23,11,12,14,10,13,4,3,4,11,16,10,3,11,NA,5,1,1,0,0,0,0,0,25,0,20,0,0,0,"no pay",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",301,1,0,0,0,1,0,0,0,0,0,0,0,93940,2,1,0,11.2187129449874,4500,8.38369346967925,NA,NA,NA,NA,21,21,0,0,1,0,1,0,1,441,0,0,1,0,0,0,0,0,1,2910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,4500,10,15,27,14,15,27,14,16,29,27,29,27,15,28,15,27,15,15,14,15,29,2,2,15,16,2,14,15,3,2,2,2,15,2,15,2,15,14,16,16,3,2,2,15,15,2,15,14,2,2,2,2,15,2,15,3,15,16,15,14,3,28,29,15,15,27,16,15,26,27,26,28,14,26,16,27,15,15,14,15,27,28,2,4,1,1,0,0.378571428571429,0.221428571428571,0,0,10,0,33,0,0,0,"all pay, all weeks",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",305,0,0,0,15,0,0,0,0,0,0,0,1,5,1,0,0,10.0576699032509,23334.0723324115,10.0576699032509,0,0,1,0,30,30,0,0,0,0,1,0,1,900,1,0,0,0,0,0,0,0,1,4230,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,24000,40,33,30,56,58,62,40,28,30,33,35,9,10,12,31,54,36,9,40,38,10,57,34,59,62,57,33,35,32,35,29,10,11,9,34,51,36,11,36,31,11,11,29,12,10,11,40,34,37,34,31,60,53,59,30,8,32,44,34,34,50,12,36,11,8,9,33,37,35,37,34,55,58,56,39,9,34,56,38,32,63,51,2,1,1,1,0,3,0,0,0,40,0,51,0,0,0,"no pay",15,1,NA,0,0.5,0.7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",309,0,0,0,0,1,1,0,0,0,0,0,0,26,1,1,1,11.3432226945693,84391.5616022216,10.7916390783311,NA,NA,NA,NA,50,50,0,0,1,0,0,1,0,2500,0,1,0,0,0,1,0,0,0,4220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,50000,40,9,3,13,8,8,3,13,10,7,15,11,10,14,8,7,9,14,3,2,3,16,8,9,12,3,9,8,2,3,9,13,16,10,2,19,2,9,8,10,8,7,3,15,9,8,3,16,9,8,15,9,8,15,9,8,9,16,3,3,2,14,10,8,14,3,8,8,3,3,9,15,14,8,3,16,2,8,10,8,8,7,NA,1,2,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",310,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,11.3432226945693,84391.5616022216,8.3147005981923,NA,NA,NA,NA,23,23,0,0,1,0,1,1,0,529,0,0,1,0,0,1,0,0,0,4020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,4200,12,9,3,13,7,9,2,13,9,6,17,10,8,14,8,7,8,13,2,3,3,17,8,9,13,3,10,7,2,3,9,14,16,10,3,18,2,8,8,9,8,8,3,14,10,8,3,15,11,7,15,9,8,17,9,7,10,11,3,3,3,16,9,8,13,3,9,8,2,3,7,12,13,9,2,14,2,7,9,9,8,9,NA,1,1,1,0,0,0,0,0,12,0,51,0,0,0,"all pay, all weeks",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",311,0,0,0,0,0,1,0,0,0,0,0,0,70600,2,1,0,11.2187129449874,85000,11.3222673293933,NA,NA,NA,NA,35,35,0,0,1,0,1,1,0,1225,0,1,0,0,0,1,0,0,0,3255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,85000,40,21,38,5,23,19,41,7,20,21,8,24,22,4,25,19,20,6,32,32,30,18,6,33,25,22,6,42,26,20,39,22,21,42,22,25,19,36,8,6,5,20,7,40,22,22,6,30,20,20,35,19,22,46,25,22,19,33,7,6,6,24,43,7,17,21,35,6,20,22,5,23,19,6,21,19,27,8,33,32,37,27,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",312,0,0,0,15,0,0,0,0,0,0,0,1,5,1,1,1,11.3032643822677,81085.90135513,10.1754529389073,NA,NA,NA,NA,66,66,0,0,0,0,0,1,0,4356,0,1,0,0,0,0,1,0,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,27000,40,18,9,26,7,15,23,15,15,18,27,27,5,15,23,4,10,21,28,30,14,21,19,29,18,30,9,5,5,7,40,25,25,6,31,19,18,27,19,16,28,8,31,6,35,16,21,19,16,18,17,7,35,18,24,29,32,30,7,6,17,21,14,21,15,5,30,25,34,38,6,22,19,24,6,17,18,4,22,19,6,25,NA,1,1,1,0,0,1,0,0,40,0,51,0,0,0,"no pay",15,1,NA,0,0.5,0.7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",313,0,0,0,90,0,0,0,0,0,0,0,1,16,1,1,1,11.3032643822677,81085.90135513,10.5119251755285,0,0,0,1,60,60,0,0,1,0,0,0,1,3600,1,0,0,0,0,0,1,0,0,8320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,37800,40,21,11,35,5,18,27,18,19,21,24,33,6,17,23,6,11,19,34,31,18,25,33,35,19,40,11,6,4,6,44,32,31,7,40,20,24,31,20,17,33,11,32,9,32,15,25,23,25,25,22,9,41,23,22,36,43,25,7,7,20,21,18,22,20,7,31,35,35,40,8,20,23,29,8,15,21,5,22,22,8,46,NA,1,1,1,0,0,1,0,0,40,0,51,0,0,0,"no pay",90,1,NA,1,0.5,0.7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",320,1,0,0,0,1,1,0,0,0,0,0,0,7,1,1,0,11.3642364069256,86183.7054538899,8.760425016372,0,1,0,0,54,54,0,0,1,0,0,0,1,2916,0,1,0,0,0,1,0,0,0,4760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,6600,16,10,10,12,3,16,13,11,3,12,9,17,12,12,3,19,21,11,21,11,3,12,3,3,13,10,3,16,9,19,18,11,17,3,12,9,10,3,11,20,10,19,11,11,20,3,10,10,17,13,11,3,12,11,18,3,3,14,3,12,19,11,17,19,11,10,23,3,12,3,2,9,4,21,11,11,12,19,10,3,9,4,NA,3,1,1,0,1,0,0,0,16,0,43.5,0,0,0,"all pay, all weeks",0,0,NA,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",322,0,0,0,248,0,1,0,0,0,0,0,1,669,1,1,0,11.3642364069256,86183.7054538899,11.1908434808759,NA,NA,NA,NA,59,59,0,0,1,0,0,1,0,3481,0,0,0,0,0,1,0,0,0,4320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,75000,50,12,13,11,3,18,13,11,4,13,10,20,13,13,3,19,22,11,21,14,3,12,3,4,14,11,3,18,12,19,20,13,19,4,12,10,11,4,13,22,11,21,12,13,22,3,13,11,19,14,12,4,11,11,21,3,3,13,3,12,21,11,19,20,12,10,22,4,14,4,3,10,3,22,12,11,13,21,12,4,10,3,NA,1,1,1,0,1,0,0,0,50,0,51,0,0,0,"no pay",248,1,NA,1,0.6,0.7,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",324,0,0,0,0,1,1,0,0,0,0,0,0,744,1,1,1,10.9004911798683,54202.9806722335,10.6575450012579,NA,NA,NA,NA,53,53,0,0,1,0,0,1,0,2809,0,0,0,0,0,1,0,0,0,4220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,44000,40,19,22,20,20,5,18,35,24,29,34,6,19,6,18,20,6,15,6,34,34,15,18,18,17,6,21,32,18,30,30,6,20,7,18,21,6,15,6,29,31,16,21,22,16,32,19,6,22,5,6,34,18,31,18,22,31,18,33,5,6,17,18,20,21,32,20,5,16,5,5,30,21,36,21,20,34,19,35,6,4,17,NA,1,2,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",327,0,0,0,0,0,1,0,0,0,0,0,0,69522,1,1,1,11.5080843555693,99517.0589882361,10.428703428829,NA,NA,NA,NA,50,50,0,0,1,0,0,1,0,2500,0,1,0,0,0,1,0,0,0,5810,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,35000,40,7,2,2,12,12,7,13,7,6,2,7,2,9,2,8,8,12,8,7,12,3,7,7,7,7,2,7,12,3,7,2,7,13,7,12,2,7,12,13,7,7,2,2,12,11,7,12,6,7,2,7,3,7,3,9,7,12,8,8,13,2,6,7,7,7,2,7,11,2,7,2,7,14,7,13,2,7,13,11,8,9,NA,1,1,1,0,0,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",330,0,5,0,0,1,1,0,0,1,0,0,0,453,1,1,0,10.5266076438104,37294.7424946205,9.58140556844183,0,0,0,1,64,64,1,0,0,0,0,0,1,4096,0,0,0,0,0,1,0,0,0,4900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,15000,24,21,6,22,25,20,19,8,27,18,34,40,5,7,32,19,6,29,35,17,21,17,41,20,29,20,22,36,19,18,5,7,33,30,6,20,40,5,6,20,19,19,32,19,19,23,24,30,21,25,7,6,38,38,6,20,34,5,5,19,20,20,6,19,22,22,24,6,17,21,30,35,6,6,39,18,5,38,40,26,20,18,NA,1,1,1,0,0,0,0,0,24,0,51,0,0,0,"all pay, all weeks",5,1,NA,0,0.4,0.7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.461538461538,288.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",334,0,0,0,0,1,0,0,0,0,0,0,0,62132,1,0,0,11.9037932887321,147826.310924273,11.1908434808759,NA,NA,NA,NA,45,45,0,0,1,0,0,1,0,2025,0,0,1,0,0,1,0,0,0,5700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,75000,40,14,14,14,14,4,15,23,14,4,5,16,13,4,28,12,22,23,12,25,4,13,13,13,18,4,13,18,11,4,4,13,13,3,25,16,26,24,14,24,4,14,14,14,15,26,13,4,14,23,24,15,12,24,4,12,4,4,12,4,20,12,15,12,15,23,14,4,13,18,22,13,14,23,5,15,4,4,14,6,26,12,NA,1,1,1,0,1,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",336,0,0,0,0,0,1,0,0,0,0,0,0,255,1,1,0,11.9037932887321,147826.310924273,11.1908434808759,0,1,0,0,41,41,0,0,1,0,0,0,1,1681,0,1,0,0,0,1,0,0,0,4010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,75000,40,13,17,13,13,3,13,21,12,4,3,13,13,3,23,13,21,21,12,21,3,13,11,14,15,3,12,18,11,4,3,12,12,3,24,15,24,20,14,23,4,13,12,12,12,22,13,4,12,22,20,12,13,24,4,13,4,4,13,4,22,12,13,14,14,19,12,3,13,21,17,11,13,20,4,14,5,4,14,4,23,13,2,1,1,1,0,1,0,0,0,40,0,51,0,0,0,"no pay",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",340,0,0,0,19,1,0,0,0,0,0,0,1,33882,1,1,1,11.6895965234077,119323.852282011,10.9676999295617,0,0,0,1,50,50,0,0,1,0,0,0,1,2500,0,0,1,0,0,1,0,0,0,726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,60000,45,9,2,3,2,10,9,9,11,9,15,14,17,10,3,10,18,11,11,17,10,17,15,14,16,10,9,9,10,11,2,2,3,9,19,9,3,9,10,3,11,18,14,14,16,10,10,8,10,11,3,3,2,10,17,9,3,10,11,3,10,3,3,2,3,10,11,7,11,9,17,15,16,11,3,9,16,9,10,16,10,2,2,1,2,1,0,0,0,0,0,45,0,51,0,0,0,"all pay, all weeks",19,1,NA,1,0.6,0.7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4384.61538461538,4384.61538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",341,1,0,0,0,1,0,0,0,0,0,0,0,304,1,0,1,11.6895965234077,119323.852282011,11.0164900937312,NA,NA,NA,NA,47,47,0,0,1,0,0,1,0,2209,0,0,0,1,0,1,0,0,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,63000,40,12,3,4,3,12,12,10,12,11,22,20,20,12,4,12,20,13,13,19,11,21,21,16,19,12,12,11,11,15,2,3,3,11,23,12,4,11,13,4,11,22,19,18,20,13,13,11,13,14,3,4,3,12,19,10,4,11,12,4,11,3,4,3,3,15,13,9,11,13,19,17,22,12,4,12,19,9,12,22,12,3,NA,1,2,1,0,0,0,0,0,40,0,51,0,0,0,"all pay, all weeks",0,0,NA,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",347,0,10,0,0,0.625,0,0,0,1,0,0,0,169,1,0,0,11.2187129449874,10000,9.17594046033367,0,0,0,1,30,30,0,0,0,0,1,0,1,900,0,0,0,1,0,1,0,0,0,1300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,10000,50,10,12,3,20,17,11,11,11,3,11,17,8,18,21,3,13,3,10,10,4,12,11,4,18,16,11,11,11,3,11,22,11,17,18,4,11,3,12,10,3,9,13,3,18,16,10,11,10,3,12,21,11,20,18,3,13,3,12,9,3,10,11,2,21,19,10,10,10,3,11,21,12,17,20,3,10,3,10,12,3,11,2,5,1,1,0,0,0,0,0,50,0,20,0,0,0,"some pay, all weeks",10,1,NA,0,0.4,0.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",351,1,0,0,0,0,0,0,0,0,0,0,0,68594,1,1,1,10.9457950941737,56715.0617729074,10.428703428829,NA,NA,NA,NA,24,24,0,0,1,0,0,1,0,576,0,0,1,0,0,1,0,0,0,6660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,35000,45,15,12,16,26,20,16,4,25,4,4,15,14,32,23,4,19,13,12,5,15,27,16,15,27,14,13,4,20,5,4,17,15,22,25,4,13,14,14,5,12,23,11,15,26,14,16,4,24,5,6,18,16,24,23,5,13,18,15,3,15,25,13,11,26,13,14,4,28,4,4,17,16,32,31,4,14,14,12,4,17,26,NA,1,1,1,0,0,0,0,0,45,0,51,0,0,0,"no pay",0,0,NA,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
