"Method","Variable","Total_Predictions","True_Positives","True_Negatives","False_Positives","False_Negatives","Precision","Recall","Accuracy","Actual_Positives","Actual_Negatives","Rand_TP","Rand_TN","Rand_FP","Rand_FN","Rand_Precision","Rand_Recall","Rand_Accuracy","Precision_Index","Recall_Index","Accuracy_Index","Predicted_Positives","Predicted_Negatives","Positives_Diff","Negatives_Diff"
"Naive_Bayes","need_illspouse",2776,1,2452,244,79,0.0041,0.012,0.88,80,2696,0.000360230547550432,2165.81556195965,530.184438040346,79.9996397694524,6.79443372811258e-07,4.5028818443804e-06,0.780193055544021,0.00409932055662719,0.0119954971181556,0.0998069444559793,245,2531,-165,165
"Naive_Bayes","need_illchild",3754,21,2216,1440,77,0.0144,0.214,0.6,98,3656,0.117474693660096,1308.11294619073,2347.88705380927,97.8825253063399,5.00317151155568e-05,0.00119872136387853,0.34848972319776,0.0143499682848844,0.212801278636121,0.25151027680224,1461,2293,-1363,1363
"Naive_Bayes","need_illparent",3754,80,2098,1481,95,0.0512,0.457,0.58,175,3579,1.70484816196058,1172.51038891849,2406.48961108151,173.295151838039,0.000707936252995179,0.00974198949691757,0.312790420106672,0.0504920637470048,0.447258010503082,0.267209579893328,1561,2193,-1386,1386
"Naive_Bayes","need_matdis",1034,2,945,70,17,0.0278,0.105,0.92,19,1015,0.00386847195357834,863.660541586073,151.339458413927,18.9961315280464,2.55609020442331e-05,0.000203603787030439,0.835265386903314,0.0277744390979558,0.10479639621297,0.0847346130966857,72,962,-53,53
"Naive_Bayes","need_bond",1668,0,1569,48,51,0,0,0.94,51,1617,0,1475.87589928058,141.124100719424,51,0,0,0.884817685420009,0,0,0.0551823145799906,48,1620,3,-3
"Naive_Bayes","resp_len",3765,1142,533,1568,522,0.4214,0.686,0.44,1664,2101,346.391500664011,75.4552456839309,2025.54475431607,1317.60849933599,0.146037440903706,0.208167969149045,0.11204428853863,0.275362559096294,0.477832030850955,0.32795571146137,2710,1055,-1046,1046
"ridge_class","take_own",3749,953,1074,850,872,0.529,0.522,0.54,1825,1924,242.253667644705,307.675646839157,1616.32435316084,1582.74633235529,0.130343555628462,0.132741735695729,0.146686933711353,0.398656444371538,0.389258264304271,0.393313066288647,1803,1946,22,-22
"ridge_class","take_illspouse",2773,28,2317,224,204,0.111,0.121,0.85,232,2541,0.282726289217454,1935.98593580959,605.014064190407,231.717273710783,0.000467087045007173,0.00121864779835109,0.698257721636787,0.110532912954993,0.119781352201649,0.151742278363213,252,2521,-20,20
"ridge_class","take_illchild",3749,14,3415,156,164,0.082,0.079,0.91,178,3571,0.0522806081621766,3110.75620165377,460.243798346226,177.947719391838,0.000113580389997972,0.000293711281809981,0.829770200656692,0.081886419610002,0.07870628871819,0.0802297993433084,170,3579,8,-8
"ridge_class","take_illparent",3749,33,3180,296,240,0.1,0.121,0.86,273,3476,0.290477460656175,2697.35929581222,778.640704187783,272.709522539344,0.000372918002899104,0.00106402000240357,0.71956515691461,0.0996270819971009,0.119935979997596,0.14043484308539,329,3420,-56,56
"ridge_class","take_matdis",1039,79,631,155,174,0.338,0.312,0.68,253,786,6.00673724735322,383.215591915303,402.784408084697,246.993262752647,0.0146939025366465,0.0237420444559416,0.374612443852412,0.323306097463354,0.288257955544058,0.305387556147588,234,805,19,-19
"ridge_class","take_bond",626,0,590,26,10,0,0,0.94,10,616,0,556.070287539936,59.9297124600639,10,0,0,0.888291194153253,0,0,0.0517088058467474,26,600,-16,16
"ridge_class","need_own",3754,78,2796,452,428,0.147,0.154,0.77,506,3248,1.62067128396377,2082.47629195525,1165.52370804475,504.379328716036,0.00138857823647825,0.00320290767581773,0.555167012050935,0.145611421763522,0.150797092324182,0.214832987949065,530,3224,-24,24
"ridge_class","need_illspouse",2776,3,2634,62,77,0.046,0.037,0.95,80,2696,0.00324207492795389,2499.26368876081,196.736311239193,79.996757925072,1.6479019461722e-05,4.05259365994236e-05,0.900312294969645,0.0459835209805383,0.0369594740634006,0.0496877050303548,65,2711,15,-15
"ridge_class","need_illchild",3754,9,3543,113,89,0.074,0.092,0.95,98,3656,0.0215769845498135,3343.85961640916,312.140383590836,97.9784230154502,6.912112068377e-05,0.000220173311732791,0.890751516620595,0.0739308788793162,0.0917798266882672,0.0592484833794049,122,3632,-24,24
"ridge_class","need_illparent",3754,19,3389,190,156,0.091,0.109,0.91,175,3579,0.0961640916355887,3059.48881193394,519.511188066063,174.903835908364,0.000185070690851971,0.000549509095060507,0.815019972303029,0.090814929309148,0.108450490904939,0.0949800276969706,209,3545,-34,34
"ridge_class","need_matdis",1034,1,983,32,18,0.03,0.053,0.95,19,1015,0.000967117988394584,934.515473887814,80.4845261121857,18.9990328820116,1.20160534474057e-05,5.09009467576097e-05,0.903787660547198,0.0299879839465526,0.0529490990532424,0.046212339452802,33,1001,-14,14
"ridge_class","need_bond",1668,4,1554,63,47,0.06,0.078,0.93,51,1617,0.00959232613908873,1447.79136690647,169.208633093525,50.9904076738609,5.66861289042571e-05,0.000188084826256642,0.867986186590296,0.0599433138710957,0.0778119151737434,0.0620138134097039,67,1601,-16,16
"ridge_class","resp_len",3765,759,1200,901,905,0.457,0.456,0.52,1664,2101,153.009561752988,382.470119521912,1718.52988047809,1510.99043824701,0.0817559909774513,0.0919528616304015,0.142225678957477,0.375244009022549,0.364047138369599,0.377774321042523,1660,2105,4,-4
"KNN1","take_own",3749,914,1170,754,911,0.548,0.501,0.56,1825,1924,222.831688450253,365.137369965324,1558.86263003468,1602.16831154975,0.12506729473086,0.122099555315207,0.156833571196473,0.42293270526914,0.378900444684793,0.403166428803527,1668,2081,157,-157
"KNN1","take_illspouse",2773,40,2247,294,192,0.12,0.172,0.82,232,2541,0.576992426974396,1820.77497295348,720.22502704652,231.423007573026,0.000800486695911114,0.0024870363231655,0.656816431799659,0.119199513304089,0.169512963676834,0.163183568200341,334,2439,-102,102
"KNN1","take_illchild",3749,5,3380,191,173,0.026,0.028,0.9,178,3571,0.00666844491864497,3047.3192851427,523.680714857295,177.993331555081,1.27336367674084e-05,3.74631737002527e-05,0.812837010826253,0.0259872663632326,0.0279625368262997,0.0871629891737469,196,3553,-18,18
"KNN1","take_illparent",3749,51,3208,268,222,0.16,0.187,0.87,273,3476,0.693785009335823,2745.06908508936,730.930914910643,272.306214990664,0.000948279916481367,0.00254133703053415,0.732398738356547,0.159051720083519,0.184458662969466,0.137601261643453,319,3430,-46,46
"KNN1","take_matdis",1039,97,646,140,156,0.409,0.383,0.72,253,786,9.055822906641,401.651588065448,384.348411934552,243.944177093359,0.0230191291923855,0.0357937664294111,0.395291059645899,0.385980870807614,0.347206233570589,0.324708940354101,237,802,16,-16
"KNN1","take_bond",626,1,605,11,9,0.083,0.1,0.97,10,616,0.00159744408945687,584.704472843451,31.2955271565495,9.99840255591054,5.1041241322989e-05,0.000159744408945687,0.934035256050383,0.082948958758677,0.0998402555910543,0.0359647439496166,12,614,-2,2
"KNN1","need_own",3754,65,2877,371,441,0.149,0.128,0.78,506,3248,1.12546616941929,2204.88252530634,1043.11747469366,504.874533830581,0.00107778192734449,0.00222424144154009,0.58764197961528,0.147922218072656,0.12577575855846,0.19235802038472,436,3318,70,-70
"KNN1","need_illspouse",2776,2,2606,90,78,0.022,0.025,0.94,80,2696,0.00144092219020173,2446.41066282421,249.589337175792,79.9985590778098,5.7731387400702e-06,1.80115273775216e-05,0.88127237166657,0.0219942268612599,0.0249819884726225,0.0587276283334301,92,2684,-12,12
"KNN1","need_illchild",3754,0,3525,131,98,0,0,0.94,98,3656,0,3309.96936600959,346.03063399041,98,0,0,0.881717998404259,0,0,0.0582820015957405,131,3623,-33,33
"KNN1","need_illparent",3754,5,3372,207,170,0.024,0.029,0.9,175,3579,0.0066595631326585,3028.8716036228,550.128396377198,174.993340436867,1.21053240667885e-05,3.80546464723343e-05,0.80684024059295,0.0239878946759332,0.0289619453535277,0.0931597594070498,212,3542,-37,37
"KNN1","need_matdis",1034,0,1002,13,19,0,0,0.97,19,1015,0,970.990328820116,44.009671179884,19,0,0,0.939062213559106,0,0,0.0309377864408936,13,1021,6,-6
"KNN1","need_bond",1668,16,1594,23,35,0.41,0.314,0.97,51,1617,0.15347721822542,1523.2829736211,93.7170263788969,50.8465227817746,0.00163498875945228,0.00300935722010627,0.913331205539166,0.408365011240548,0.310990642779894,0.0566687944608342,39,1629,12,-12
"KNN1","resp_len",3765,802,1106,995,862,0.446,0.482,0.51,1664,2101,170.837715803453,324.896679946879,1776.10332005312,1493.16228419655,0.0877467332893784,0.102666896516498,0.131669162217884,0.358253266710622,0.379333103483502,0.378330837782116,1797,1968,-133,133
"KNN_multi","take_own",3749,920,1194,730,905,0.558,0.504,0.56,1825,1924,225.766871165644,380.271005601494,1543.72899439851,1599.23312883436,0.127588244515997,0.123707874611312,0.161653207993368,0.430411755484003,0.380292125388688,0.398346792006632,1650,2099,175,-175
"KNN_multi","take_illspouse",2773,6,2484,57,226,0.095,0.026,0.9,232,2541,0.0129823296069239,2225.11936530833,315.880634691669,231.987017670393,4.10971571041574e-05,5.59583172712237e-05,0.802427821001781,0.0949589028428958,0.0259440416827288,0.0975721789982195,63,2710,169,-169
"KNN_multi","take_illchild",3749,0,3567,4,178,0,0,0.95,178,3571,0,3393.83542277941,177.164577220592,178,0,0,0.905264183190026,0,0,0.0447358168099738,4,3745,174,-174
"KNN_multi","take_illparent",3749,6,3436,40,267,0.13,0.022,0.92,273,3476,0.00960256068284876,3149.13203520939,326.867964790611,272.990397439317,2.93766279547991e-05,3.517421495549e-05,0.839995102099246,0.129970623372045,0.0219648257850445,0.0800048979007545,46,3703,227,-227
"KNN_multi","take_matdis",1039,94,729,57,159,0.623,0.372,0.79,253,786,8.50433108758422,511.492781520693,274.507218479307,244.495668912416,0.0300494135331186,0.0336139568679218,0.500478452943481,0.592950586466881,0.338386043132078,0.289521547056519,151,888,102,-102
"KNN_multi","take_bond",626,0,616,0,10,NA,0,0.98,10,616,0,606.159744408946,9.8402555910543,10,0,0,0.968306300972757,NA,0,0.0116936990272433,0,626,10,-10
"KNN_multi","need_own",3754,15,3191,57,491,0.208,0.03,0.85,506,3248,0.0599360681939265,2712.43500266383,535.564997336175,505.940063931806,0.000111899324426479,0.000118450727655981,0.722561251660101,0.207888100675574,0.029881549272344,0.127438748339899,72,3682,434,-434
"KNN_multi","need_illspouse",2776,0,2696,0,80,NA,0,0.97,80,2696,0,2618.30547550432,77.6945244956773,80,0,0,0.943193615095217,NA,0,0.0268063849047829,0,2776,80,-80
"KNN_multi","need_illchild",3754,0,3656,0,98,NA,0,0.97,98,3656,0,3560.55833777304,95.4416622269578,98,0,0,0.948470521516527,NA,0,0.021529478483473,0,3754,98,-98
"KNN_multi","need_illparent",3754,0,3579,0,175,NA,0,0.95,175,3579,0,3412.15796483751,166.842035162493,175,0,0,0.908939255417556,NA,0,0.0410607445824436,0,3754,175,-175
"KNN_multi","need_matdis",1034,0,1015,0,19,NA,0,0.98,19,1015,0,996.34912959381,18.6508704061896,19,0,0,0.963587165951461,NA,0,0.0164128340485392,0,1034,19,-19
"KNN_multi","need_bond",1668,0,1613,4,51,0,0,0.97,51,1617,0,1559.81354916067,57.1864508393285,51,0,0,0.935140017482417,0,0,0.034859982517583,4,1664,47,-47
"KNN_multi","resp_len",3765,698,1374,727,966,0.49,0.419,0.55,1664,2101,129.403452855246,501.427888446215,1599.57211155378,1534.59654714475,0.0748440033040468,0.0777664981101236,0.167551485073429,0.415155996695953,0.341233501889876,0.382448514926571,1425,2340,239,-239
